G105	G1	1
G122	G1	1
G286	G1	1
G379	G1	1
G796	G1	1
G814	G1	1
G895	G1	1
G964	G1	1
G60	G2	1
G142	G2	1
G162	G2	1
G686	G2	1
G291	G3	1
G923	G4	1
G100	G6	1
G269	G7	1
G512	G7	1
G668	G7	1
G707	G7	1
G750	G7	1
G827	G7	1
G14	G8	1
G271	G8	1
G586	G8	1
G869	G8	1
G60	G9	1
G185	G9	1
G340	G9	1
G759	G9	1
G831	G9	1
G904	G9	1
G329	G10	1
G701	G10	1
G745	G10	1
G100	G11	1
G226	G11	1
G118	G12	1
G514	G12	1
G516	G12	1
G694	G12	1
G732	G12	1
G310	G13	1
G707	G13	1
G340	G14	1
G759	G14	1
G7	G15	1
G153	G15	1
G233	G15	1
G276	G15	1
G388	G15	1
G445	G15	1
G707	G15	1
G879	G15	1
G304	G16	1
G923	G17	1
G540	G18	1
G652	G18	1
G153	G19	1
G662	G19	1
G707	G19	1
G100	G20	1
G116	G20	1
G226	G20	1
G254	G20	1
G317	G20	1
G617	G20	1
G752	G20	1
G823	G20	1
G860	G20	1
G329	G21	1
G550	G21	1
G759	G21	1
G337	G22	1
G310	G23	1
G473	G23	1
G662	G23	1
G707	G23	1
G879	G23	1
G707	G24	1
G750	G24	1
G580	G26	1
G845	G26	1
G853	G26	1
G130	G27	1
G306	G27	1
G337	G27	1
G366	G27	1
G405	G27	1
G602	G27	1
G652	G27	1
G660	G27	1
G791	G27	1
G806	G27	1
G824	G27	1
G897	G27	1
G910	G27	1
G269	G28	1
G707	G28	1
G701	G29	1
G839	G29	1
G711	G30	1
G86	G31	1
G211	G31	1
G287	G31	1
G311	G31	1
G499	G31	1
G739	G31	1
G761	G31	1
G959	G31	1
G580	G32	1
G773	G32	1
G853	G32	1
G151	G33	1
G796	G33	1
G895	G33	1
G454	G34	1
G309	G36	1
G329	G36	1
G337	G37	1
G540	G37	1
G306	G38	1
G337	G38	1
G388	G38	1
G405	G38	1
G652	G38	1
G806	G38	1
G142	G39	1
G162	G39	1
G188	G39	1
G303	G39	1
G377	G39	1
G533	G39	1
G686	G39	1
G891	G39	1
G337	G41	1
G540	G41	1
G100	G42	1
G110	G42	1
G133	G42	1
G300	G42	1
G520	G42	1
G734	G42	1
G808	G42	1
G826	G42	1
G329	G43	1
G93	G44	1
G147	G44	1
G441	G44	1
G531	G44	1
G580	G44	1
G651	G44	1
G703	G44	1
G845	G44	1
G853	G44	1
G923	G44	1
G211	G45	1
G211	G46	1
G100	G47	1
G686	G48	1
G5	G49	1
G222	G49	1
G291	G49	1
G293	G49	1
G590	G49	1
G311	G50	1
