G144	G1	1
G149	G1	1
G160	G1	1
G287	G1	1
G340	G1	1
G636	G1	1
G748	G1	1
G863	G1	1
G332	G2	1
G431	G2	1
G518	G2	1
G832	G2	1
G956	G2	1
G69	G3	1
G228	G3	1
G561	G3	1
G112	G4	1
G149	G4	1
G29	G6	1
G520	G6	1
G1	G7	1
G112	G7	1
G144	G7	1
G149	G7	1
G160	G7	1
G163	G7	1
G166	G7	1
G287	G7	1
G340	G7	1
G433	G7	1
G530	G7	1
G575	G7	1
G589	G7	1
G741	G7	1
G748	G7	1
G780	G7	1
G863	G7	1
G941	G7	1
G987	G7	1
G690	G9	1
G900	G9	1
G29	G10	1
G80	G10	1
G175	G10	1
G190	G10	1
G234	G10	1
G240	G10	1
G307	G10	1
G441	G10	1
G525	G10	1
G555	G10	1
G567	G10	1
G578	G10	1
G619	G10	1
G837	G10	1
G1000	G10	1
G200	G11	1
G271	G11	1
G474	G11	1
G489	G11	1
G533	G11	1
G691	G11	1
G787	G11	1
G11	G12	1
G113	G12	1
G489	G12	1
G672	G12	1
G149	G13	1
G961	G14	1
G14	G15	1
G41	G15	1
G52	G15	1
G93	G15	1
G126	G15	1
G156	G15	1
G232	G15	1
G314	G15	1
G336	G15	1
G348	G15	1
G371	G15	1
G383	G15	1
G406	G15	1
G436	G15	1
G463	G15	1
G522	G15	1
G867	G15	1
G906	G15	1
G907	G15	1
G271	G16	1
G94	G17	1
G461	G17	1
G518	G17	1
G664	G17	1
G956	G17	1
G61	G18	1
G574	G18	1
G690	G18	1
G943	G18	1
G11	G19	1
G113	G19	1
G200	G19	1
G271	G19	1
G474	G19	1
G705	G19	1
G737	G19	1
G144	G22	1
G149	G22	1
G160	G22	1
G287	G22	1
G589	G22	1
G636	G22	1
G748	G22	1
G91	G23	1
G217	G23	1
G304	G23	1
G565	G23	1
G790	G23	1
G796	G23	1
G874	G23	1
G913	G23	1
G969	G23	1
G90	G24	1
G167	G24	1
G539	G24	1
G667	G24	1
G724	G24	1
G749	G24	1
G823	G24	1
G240	G25	1
G511	G25	1
G574	G25	1
G44	G26	1
G875	G26	1
G116	G27	1
G343	G27	1
G61	G28	1
G101	G28	1
G111	G28	1
G325	G28	1
G348	G28	1
G444	G28	1
G507	G28	1
G712	G28	1
G750	G28	1
G789	G28	1
G875	G28	1
G240	G29	1
G520	G29	1
G1000	G29	1
G291	G30	1
G339	G30	1
G381	G30	1
G875	G30	1
G965	G30	1
G165	G31	1
G191	G31	1
G244	G31	1
G322	G31	1
G519	G31	1
G565	G31	1
G607	G31	1
G640	G31	1
G666	G31	1
G874	G31	1
G891	G31	1
G951	G31	1
G969	G31	1
G383	G32	1
G565	G33	1
G969	G33	1
G47	G34	1
G168	G34	1
G229	G34	1
G243	G34	1
G642	G34	1
G909	G34	1
G934	G34	1
G244	G35	1
G278	G35	1
G565	G35	1
G607	G35	1
G652	G35	1
G790	G35	1
G874	G35	1
G969	G35	1
G144	G37	1
G149	G37	1
G160	G37	1
G340	G37	1
G636	G37	1
G748	G37	1
G47	G38	1
G54	G38	1
G112	G38	1
G115	G38	1
G149	G38	1
G530	G38	1
G589	G38	1
G741	G38	1
G960	G38	1
G307	G39	1
G520	G39	1
G541	G40	1
G743	G40	1
G961	G40	1
G93	G41	1
G383	G41	1
G463	G41	1
G859	G41	1
G117	G42	1
G250	G42	1
G280	G42	1
G303	G42	1
G451	G42	1
G491	G42	1
G552	G42	1
G730	G42	1
G5	G43	1
G81	G43	1
G239	G43	1
G244	G43	1
G278	G43	1
G491	G43	1
G607	G43	1
G666	G43	1
G796	G43	1
G969	G43	1
G46	G44	1
G291	G44	1
G311	G44	1
G325	G44	1
G444	G44	1
G498	G44	1
G549	G44	1
G943	G44	1
G965	G44	1
G61	G46	1
G101	G46	1
G919	G46	1
G943	G46	1
G966	G46	1
G83	G47	1
G219	G47	1
G243	G47	1
G343	G47	1
G772	G47	1
G895	G47	1
G383	G49	1
G518	G50	1
G537	G51	1
G93	G52	1
G383	G52	1
G859	G52	1
G65	G53	1
G69	G53	1
G102	G53	1
G228	G53	1
G464	G53	1
G561	G53	1
G770	G53	1
G975	G53	1
G116	G54	1
G228	G55	1
G561	G55	1
G451	G57	1
G690	G57	1
G730	G57	1
G269	G58	1
G518	G58	1
G832	G58	1
G956	G58	1
G217	G59	1
G244	G59	1
G383	G59	1
G607	G59	1
G666	G59	1
G45	G60	1
G244	G60	1
G278	G60	1
G479	G60	1
G565	G60	1
G607	G60	1
G874	G60	1
G20	G61	1
G21	G61	1
G111	G61	1
G348	G61	1
G689	G61	1
G805	G61	1
G810	G61	1
G943	G61	1
G42	G62	1
G108	G62	1
G117	G62	1
G189	G62	1
G280	G62	1
G303	G62	1
G307	G62	1
G387	G62	1
G451	G62	1
G516	G62	1
G548	G62	1
G570	G62	1
G722	G62	1
G730	G62	1
G826	G62	1
G90	G63	1
G167	G63	1
G900	G64	1
G69	G65	1
G228	G65	1
G561	G65	1
G396	G67	1
G690	G67	1
G5	G68	1
G244	G68	1
G278	G68	1
G491	G68	1
G552	G68	1
G796	G68	1
G874	G68	1
G969	G68	1
G561	G69	1
G61	G70	1
G141	G70	1
G426	G70	1
G431	G70	1
G637	G70	1
G664	G70	1
G832	G70	1
G956	G70	1
G396	G71	1
G537	G71	1
G703	G71	1
G900	G71	1
G383	G72	1
G101	G73	1
G213	G73	1
G332	G73	1
G520	G73	1
G607	G73	1
G255	G74	1
G396	G74	1
G537	G74	1
G667	G74	1
G777	G74	1
G831	G74	1
G900	G74	1
G69	G75	1
G228	G75	1
G561	G75	1
G975	G75	1
G116	G76	1
G244	G76	1
G491	G76	1
G607	G76	1
G216	G77	1
G246	G77	1
G255	G77	1
G284	G77	1
G375	G77	1
G426	G77	1
G431	G77	1
G586	G77	1
G637	G77	1
G664	G77	1
G682	G77	1
G729	G77	1
G734	G77	1
G744	G77	1
G832	G77	1
G956	G77	1
G56	G78	1
G298	G78	1
G354	G78	1
G359	G78	1
G377	G78	1
G389	G78	1
G454	G78	1
G470	G78	1
G539	G78	1
G566	G78	1
G640	G78	1
G663	G78	1
G726	G78	1
G747	G78	1
G752	G78	1
G817	G78	1
G869	G78	1
G881	G78	1
G961	G78	1
G108	G79	1
G117	G79	1
G126	G79	1
G200	G79	1
G303	G79	1
G319	G79	1
G323	G79	1
G361	G79	1
G387	G79	1
G451	G79	1
G456	G79	1
G509	G79	1
G537	G79	1
G826	G79	1
G948	G79	1
G975	G79	1
G29	G80	1
G234	G80	1
G395	G80	1
G422	G80	1
G542	G80	1
G555	G80	1
G574	G80	1
G578	G80	1
G587	G80	1
G68	G81	1
G217	G81	1
G244	G81	1
G278	G81	1
G607	G81	1
G874	G81	1
G969	G81	1
G117	G82	1
G126	G82	1
G250	G82	1
G303	G82	1
G451	G82	1
G456	G82	1
G552	G82	1
G47	G83	1
G90	G84	1
G167	G84	1
G539	G84	1
G896	G84	1
G61	G85	1
G90	G86	1
G167	G86	1
G347	G86	1
G534	G86	1
G713	G86	1
G724	G86	1
G896	G86	1
G956	G86	1
G413	G87	1
G539	G87	1
G946	G87	1
G527	G88	1
G532	G88	1
G743	G88	1
G831	G88	1
G856	G88	1
G65	G89	1
G69	G89	1
G177	G89	1
G228	G89	1
G335	G89	1
G385	G89	1
G541	G89	1
G569	G89	1
G600	G89	1
G778	G89	1
G781	G89	1
G824	G89	1
G244	G91	1
G565	G91	1
G607	G91	1
G969	G91	1
G244	G92	1
G565	G92	1
G607	G92	1
G666	G92	1
G790	G92	1
G383	G93	1
G664	G93	1
G70	G94	1
G213	G94	1
G284	G94	1
G426	G94	1
G431	G94	1
G461	G94	1
G518	G94	1
G664	G94	1
G956	G94	1
G13	G95	1
G36	G95	1
G112	G95	1
G144	G95	1
G160	G95	1
G287	G95	1
G340	G95	1
G537	G95	1
G636	G95	1
G748	G95	1
G863	G95	1
G184	G96	1
G346	G96	1
G396	G96	1
G537	G96	1
G667	G96	1
G668	G96	1
G690	G96	1
G694	G96	1
G532	G97	1
G13	G98	1
G163	G98	1
G589	G98	1
G636	G98	1
G741	G98	1
G748	G98	1
G863	G98	1
G1000	G98	1
G77	G99	1
G181	G99	1
G213	G99	1
G255	G99	1
G426	G99	1
G431	G99	1
G518	G99	1
G719	G99	1
G734	G99	1
G752	G99	1
G941	G99	1
G956	G99	1
G93	G100	1
G383	G100	1
G767	G100	1
G859	G100	1
G228	G102	1
G561	G102	1
G396	G103	1
G537	G103	1
G667	G103	1
G133	G104	1
G343	G104	1
G532	G104	1
G872	G104	1
G5	G105	1
G68	G105	1
G69	G105	1
G244	G105	1
G278	G105	1
G519	G105	1
G565	G105	1
G607	G105	1
G666	G105	1
G669	G105	1
G5	G106	1
G664	G107	1
G667	G107	1
G690	G107	1
G117	G108	1
G189	G108	1
G250	G108	1
G277	G108	1
G280	G108	1
G303	G108	1
G319	G108	1
G342	G108	1
G361	G108	1
G386	G108	1
G414	G108	1
G444	G108	1
G456	G108	1
G528	G108	1
G548	G108	1
G826	G108	1
G856	G108	1
G274	G109	1
G559	G109	1
G61	G111	1
G149	G112	1
G691	G113	1
G144	G114	1
G149	G114	1
G636	G114	1
G748	G114	1
G112	G115	1
G532	G116	1
G90	G118	1
G111	G118	1
G133	G118	1
G713	G118	1
G724	G118	1
G898	G118	1
G955	G118	1
G565	G119	1
G607	G119	1
G109	G120	1
G274	G120	1
G339	G120	1
G443	G120	1
G516	G120	1
G518	G120	1
G560	G120	1
G703	G120	1
G731	G120	1
G754	G120	1
G763	G120	1
G928	G120	1
G993	G120	1
G607	G121	1
G47	G122	1
G243	G122	1
G289	G122	1
G407	G122	1
G511	G122	1
G558	G122	1
G584	G122	1
G591	G122	1
G642	G122	1
G807	G122	1
G895	G122	1
G909	G122	1
G912	G122	1
G977	G122	1
G988	G122	1
G217	G123	1
G244	G123	1
G278	G123	1
G565	G123	1
G666	G123	1
G874	G123	1
G969	G123	1
G125	G124	1
G271	G124	1
G489	G124	1
G691	G124	1
G271	G125	1
G456	G126	1
G730	G126	1
G26	G127	1
G44	G127	1
G46	G127	1
G61	G127	1
G194	G127	1
G291	G127	1
G311	G127	1
G397	G127	1
G500	G127	1
G543	G127	1
G608	G127	1
G618	G127	1
G702	G127	1
G799	G127	1
G806	G127	1
G818	G127	1
G901	G127	1
G913	G127	1
G943	G127	1
G900	G128	1
G109	G130	1
G269	G130	1
G274	G130	1
G304	G130	1
G559	G130	1
G656	G130	1
G864	G130	1
G886	G130	1
G90	G131	1
G110	G131	1
G167	G131	1
G439	G131	1
G539	G131	1
G896	G131	1
G859	G132	1
G101	G134	1
G156	G134	1
G194	G134	1
G702	G134	1
G789	G134	1
G875	G134	1
G943	G134	1
G965	G134	1
G11	G135	1
G271	G135	1
G532	G136	1
G591	G136	1
G11	G137	1
G125	G137	1
G271	G137	1
G489	G137	1
G576	G137	1
G691	G137	1
G958	G137	1
G200	G138	1
G576	G138	1
G958	G138	1
G141	G139	1
G213	G139	1
G518	G139	1
G637	G139	1
G956	G139	1
G518	G140	1
G956	G140	1
G518	G141	1
G664	G141	1
G431	G142	1
G518	G142	1
G664	G142	1
G694	G142	1
G11	G143	1
G565	G143	1
G607	G143	1
G669	G143	1
G671	G143	1
G874	G143	1
G167	G145	1
G93	G146	1
G156	G146	1
G312	G146	1
G336	G146	1
G383	G146	1
G399	G146	1
G602	G146	1
G718	G146	1
G859	G146	1
G867	G146	1
G906	G146	1
G40	G147	1
G640	G147	1
G663	G147	1
G961	G147	1
G93	G148	1
G859	G148	1
G463	G151	1
G637	G151	1
G956	G151	1
G244	G152	1
G607	G152	1
G666	G152	1
G790	G152	1
G93	G153	1
G383	G153	1
G767	G153	1
G906	G153	1
G90	G154	1
G167	G154	1
G439	G154	1
G539	G154	1
G713	G154	1
G749	G154	1
G823	G154	1
G883	G154	1
G898	G154	1
G946	G154	1
G29	G155	1
G240	G155	1
G307	G155	1
G574	G155	1
G1000	G155	1
G383	G156	1
G234	G157	1
G307	G157	1
G520	G157	1
G574	G157	1
G640	G157	1
G919	G157	1
G381	G158	1
G520	G158	1
G690	G158	1
G789	G158	1
G69	G159	1
G228	G159	1
G335	G159	1
G384	G159	1
G397	G159	1
G468	G159	1
G561	G159	1
G569	G159	1
G595	G159	1
G601	G159	1
G691	G159	1
G699	G159	1
G770	G159	1
G904	G159	1
G975	G159	1
G149	G160	1
G510	G160	1
G65	G161	1
G69	G161	1
G102	G161	1
G228	G161	1
G464	G161	1
G561	G161	1
G770	G161	1
G975	G161	1
G40	G162	1
G467	G162	1
G500	G162	1
G618	G162	1
G640	G162	1
G743	G162	1
G766	G162	1
G797	G162	1
G961	G162	1
G112	G163	1
G149	G163	1
G340	G163	1
G636	G163	1
G47	G164	1
G112	G166	1
G149	G166	1
G8	G168	1
G40	G168	1
G426	G169	1
G518	G169	1
G664	G169	1
G734	G169	1
G832	G169	1
G973	G169	1
G383	G170	1
G463	G170	1
G67	G172	1
G74	G172	1
G107	G172	1
G294	G172	1
G366	G172	1
G396	G172	1
G453	G172	1
G537	G172	1
G584	G172	1
G588	G172	1
G667	G172	1
G685	G172	1
G694	G172	1
G831	G172	1
G846	G172	1
G852	G172	1
G876	G172	1
G900	G172	1
G926	G172	1
G936	G172	1
