G569	G1	1
G576	G1	1
G569	G3	1
G576	G3	1
G491	G4	1
G532	G4	1
G873	G4	1
G722	G5	1
G293	G6	1
G178	G7	1
G680	G7	1
G569	G8	1
G576	G8	1
G252	G11	1
G301	G11	1
G547	G11	1
G110	G12	1
G160	G12	1
G534	G12	1
G957	G12	1
G49	G13	1
G181	G13	1
G95	G14	1
G873	G14	1
G921	G14	1
G12	G16	1
G165	G16	1
G496	G16	1
G673	G16	1
G740	G16	1
G854	G16	1
G917	G16	1
G957	G16	1
G547	G17	1
G160	G18	1
G356	G18	1
G957	G18	1
G569	G19	1
G63	G20	1
G569	G20	1
G915	G20	1
G1	G21	1
G62	G21	1
G63	G21	1
G158	G21	1
G299	G21	1
G396	G21	1
G489	G21	1
G569	G21	1
G915	G21	1
G924	G21	1
G998	G21	1
G57	G22	1
G80	G22	1
G116	G22	1
G149	G22	1
G167	G22	1
G289	G22	1
G620	G22	1
G625	G22	1
G636	G22	1
G719	G22	1
G777	G22	1
G840	G22	1
G894	G22	1
G897	G22	1
G9	G23	1
G549	G23	1
G692	G23	1
G773	G23	1
G962	G23	1
G398	G24	1
G489	G24	1
G587	G24	1
G588	G24	1
G972	G24	1
G229	G25	1
G549	G25	1
G692	G25	1
G491	G26	1
G336	G27	1
G390	G27	1
G525	G27	1
G560	G27	1
G939	G27	1
G251	G28	1
G326	G30	1
G293	G31	1
G698	G31	1
G390	G32	1
G944	G32	1
G547	G33	1
G405	G34	1
G602	G34	1
G678	G34	1
G398	G36	1
G535	G36	1
G575	G36	1
G588	G36	1
G682	G36	1
G863	G36	1
G972	G36	1
G279	G37	1
G541	G37	1
G873	G37	1
G398	G38	1
G489	G38	1
G575	G38	1
G602	G38	1
G618	G38	1
G926	G38	1
G972	G38	1
G322	G39	1
G509	G39	1
G829	G39	1
G42	G40	1
G60	G40	1
G645	G40	1
G270	G41	1
G497	G41	1
G701	G41	1
G825	G41	1
G940	G41	1
G996	G41	1
G60	G42	1
G655	G42	1
G662	G42	1
G680	G42	1
G685	G42	1
G757	G42	1
G765	G42	1
G781	G42	1
G843	G42	1
G301	G43	1
G28	G45	1
G590	G46	1
G219	G47	1
G371	G50	1
G857	G50	1
G861	G50	1
G20	G51	1
G63	G51	1
G108	G51	1
G241	G51	1
G261	G51	1
G336	G51	1
G349	G51	1
G569	G51	1
G645	G51	1
G681	G51	1
G819	G51	1
G915	G51	1
G924	G51	1
G968	G51	1
G1	G52	1
G8	G52	1
G63	G52	1
G158	G52	1
G185	G52	1
G282	G52	1
G297	G52	1
G349	G52	1
G503	G52	1
G569	G52	1
G576	G52	1
G593	G52	1
G113	G53	1
G405	G53	1
G483	G53	1
G622	G53	1
G203	G54	1
G225	G54	1
G60	G55	1
G579	G55	1
G609	G55	1
G645	G55	1
G854	G56	1
G28	G57	1
G41	G57	1
G491	G57	1
G921	G57	1
G390	G58	1
G301	G59	1
G547	G59	1
G645	G60	1
G569	G62	1
G576	G62	1
G569	G63	1
G576	G63	1
G8	G64	1
G390	G65	1
G722	G66	1
G9	G67	1
G29	G67	1
G70	G67	1
G208	G67	1
G218	G67	1
G266	G67	1
G382	G67	1
G393	G67	1
G501	G67	1
G543	G67	1
G552	G67	1
G626	G67	1
G646	G67	1
G741	G67	1
G790	G67	1
G799	G67	1
G916	G67	1
G549	G68	1
G90	G69	1
G95	G69	1
G185	G69	1
G576	G69	1
G633	G69	1
G915	G69	1
G339	G70	1
G722	G70	1
G333	G71	1
G83	G72	1
G356	G72	1
G839	G72	1
G854	G72	1
G957	G72	1
G569	G73	1
G915	G73	1
G248	G74	1
G466	G74	1
G509	G75	1
G795	G75	1
G829	G75	1
G237	G78	1
G547	G79	1
G149	G80	1
G323	G80	1
G569	G82	1
G576	G82	1
G839	G83	1
G854	G83	1
G957	G83	1
G921	G84	1
G1000	G84	1
G23	G85	1
G756	G85	1
G806	G85	1
G796	G86	1
G63	G87	1
